¼ø¹ø,ÀÛÇ°¸í,ÀÎ¹°¸í,ÀÛÁß ³ªÀÌ,¼ºº°,Ãâ»ýÁö,¿¬·É´ë,½ÅºÐÀ¯Çü,¿ø½Ãµ¥ÀÌÅÍ,ÅÂ±ë µ¥ÀÌÅÍ
20640,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,ÀÌ ÇØÅÂ ¾î¸°ÀÌ¾ß,ÀÌ__05/MM ÇØÅÂ/NNP ¾î¸°ÀÌ__01/NNG+¾ß/JX
20641,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,»õ ¿©ÀÚÄ£±¸¸¸µé±â Àü¿¡,»õ__06/MM ¿©ÀÚÄ£±¸/NNG+¸¸µé/VV+±â/ETN Àü__08/NNG+¿¡/JKB
20642,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,´Ï Ã¹»ç¶ûÀÎ ¾ÖÁ¤ÀÌ³ª Á¤¸®ÇÏ¼Ò,´Ï__05/NP Ã¹»ç¶û/NNG+ÀÌ/VCP+¤¤/ETM ¾ÖÁ¤__02/NNG+ÀÌ³ª/JX Á¤¸®ÇÏ/VV+¼Ò/EF
20643,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,±¦È÷ ¾öÇÑ ¿©ÀÚµé ±«·ÓÇô½ÕÁö¸»°í,±¦È÷/MAG ¾öÇÏ/VA+¤¤/ETM ¿©ÀÚ__02/NNG+µé__09/XSN ±«·ÓÈ÷/VV+¾î/EC+½Î__01/VV+¾Ò/EP+Áö/EC+¸»__03/VX+°í/EC
20644,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ,19,³²,Àü³² ¼øÃµ,10´ë,´ëÇÐ»ý,¾Æ.. ¾Æ ³î·¡¶ó ,¾Æ__02/IC+./SF+./SF ¾Æ__02/IC ³î·¡/VV+¶ó/EC
20645,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ,19,³²,Àü³² ¼øÃµ,10´ë,´ëÇÐ»ý,¾Æ ±ôÂ¦ÀÌ¾ß,¾Æ__02/IC ±ôÂ¦__02/MAG+ÀÌ/VCP+¾ß/EF
20646,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ,19,³²,Àü³² ¼øÃµ,10´ë,´ëÇÐ»ý,¾Æ ÀÌ »õ³¢ÁøÂ¥ ¹ÌÄ£³ðÀÌ³×,¾Æ__02/IC ÀÌ__05/MM »õ³¢__02/NNG+ÁøÂ¥/NNG ¹ÌÄ£³ð/NNG+ÀÌ/VCP+³×/EF
20647,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ,19,³²,Àü³² ¼øÃµ,10´ë,´ëÇÐ»ý,¾ß ´Ï ´«¿¡¼­ ºÒ ³ª¿À´ÂÁÙ ¾Ë¾Ò´Ù¾ß..,¾ß__04/IC ´Ï__05/NP ´«__01/NNG+¿¡¼­/JKB ºÒ__01/NNG ³ª¿À/VV+´Â/ETM+ÁÖ__01/VX+¤©/ETM ¾Ë/VV+¾Ò/EP+´Ù/EC+¾ß/EF+./SF+./SF
20648,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ,19,³²,Àü³² ¼øÃµ,10´ë,´ëÇÐ»ý,¾Æ°¡ °¡¸é °¥ ¼ö·Ï ¹ÌÃÄ°¡³×..,¾Æ°¡__01/NNG °¡__01/VV+¸é/EC °¡__01/VV+¤©/ETM ¼ö·Ï__03/NNG ¹ÌÄ¡__01/VV+¾î/EC+°¡__01/VX+³×/EF+./SF+./SF
20649,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,¾È³çÈ÷ ´Ù³à¿À°Ú½À´Ï´Ù,¾È³çÈ÷/MAG ´Ù³à¿À/VV+°Ú/EP+½À´Ï´Ù/EF
20650,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,¾î¾îÀ× Àú±â,¾î¾î/IC+À×__03/NNP Àú±â__01/NP
20651,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,¾Æ¾ß À±Áø¾Æ,¾Æ¾ß__01/IC À±Áø¾Æ/NNP
20652,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,³Ê °Ì¸ÔÁö¸»°í,³Ê__01/NP °Ì¸Ô/VV+Áö/EC+¸»__03/VX+°í/EC
20653,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,¾î±ú µü ÇÇ°í Çã¸® Á×ÇÇ°í ±×·¯°í °¡¶óÀ×,¾î±ú__01/NNG µü__03/MAG ÇÇ__01/VV+°í/EC Çã¸®__01/NNG Á×ÇÇ/NNG+°í/JKQ ±×·¯/VV+°í/EC °¡__88/NNG+ÀÌ/VCP+¾ÆÀ×/EF
20654,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,±×¶ó°í ½ÅÀÔ»ç¿øÀº ¹¹´Ï¹¹´ÏÇØµµ ÀÎ»ç¸¦ ÀßÇØ¾ß ½á,±×¶ó°í/MAJ ½ÅÀÔ__03/NNG+»ç¿ø__04/NNG+Àº/JX ¹¹/NP+´Ï/JC+¹¹/NP+´Ï/JC+ÇÏ__01/VV+¾îµµ/EC ÀÎ»ç__02/NNG+¸¦/JKO ÀßÇÏ/VV+¾î¾ß/EC ¾²__01/VV+¾î/EC
20655,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,±×³É º¸´Â »ç¶÷¸¶´Ù ¹«Á¶°Ç ¾Æ´Ï²Å°í Ä¡»çÇÏ°í À¯Ä¡ÇÏ°í ¸Þ½º²¨¹öµµ,±×³É/MAG º¸__01/VV+´Â/ETM »ç¶÷/NNG+¸¶´Ù/JX ¹«Á¶°Ç/NNG ¾Æ´Ï²Å/VA+°í/EC Ä¡»çÇÏ__01/VA+°í/EC À¯Ä¡ÇÏ__01/VA+°í/EC ¸Þ½º²®/VA+¹ö/EC+µµ/JX
20656,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,¾È³çÇÏ½Ê´Ï±î! ÇÏ°í ±×³É ÀÎ»çÇØ,¾È³çÇÏ/VA+½Ã/EP+¤²´Ï±î/EF+!/SF ÇÏ__01/VV+°í/EC ±×³É/MAG ÀÎ»çÇÏ/VV+¾î/EF
20657,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,µ·µå´Â°Å ¾Æ´×²²,µ·__01/NNG+µé__01/VV+´Â/ETM+°Å__01/NNB ¾Ë/VV+´×²²/EC
20658,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ,19,³²,Àü³² ¼øÃµ,10´ë,´ëÇÐ»ý,¾ß¾ß ´Ï ¿À´Ã¹ã ¾ËÁ¦À×,¾ß¾ß/IC ´Ï__05/NP ¿À´Ã/NNG+¹ã__01/NNG ¾ËÁ¦/NNP+À×/IC
20659,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ,19,³²,Àü³² ¼øÃµ,10´ë,´ëÇÐ»ý,´Ê¾îµµ ¿­½Ã±îÁø ¿Í¾ßµÈ´Ù,´Ê/VA+¾îµµ/EC ¿­__07/NNG+½Ã__28/XSN+±îÁö/JX+¤¤/JX ¿À__01/VV+¾Æ¾ß/EC+µÇ__01/VV+¤¤´Ù/EC
20660,ÀÀ´äÇÏ¶ó1994,¼ÕÈ£ÁØ,19,³²,Àü³² ¼øÃµ,10´ë,´ëÇÐ»ý,¼ú»ó Áö´ë·Î ¹ÞÀ¸¶ó´Ï±î,¼ú»ó/NNG Áö´ë__07/NNG+·Î/JKB ¹ÞÀ¸/VV+¶ó´Ï±î/EC
20661,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,±×¹È ´Ù³à¿À°Ú½À´Ï´Ù,±×__01/NP+¹È/EC ´Ù³à¿À/VV+°Ú/EP+½À´Ï´Ù/EF
20662,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,¾î¾î~ Àß°¬´Ù¿Â³ª,¾î¾î/IC+~/SO Àß__02/MAG+°¡__01/VV+¾Ò/EP+´Ù/NR+¿À__01/VX+¤¤³ª/EC
20663,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,¾îÀÌ°¡,¾îÀÌ__02/NNG+°¡/JKS
20664,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,È­ÀÌÆÃÀÌ´Ù,È­ÀÌÆÃ/NNG+ÀÌ/VCP+´Ù/EF
20665,ÀÀ´äÇÏ¶ó1994,ÀÌÀÏÈ­,47,¿©,°æ³² ¸¶»ê,40´ë,ÁÖºÎ,¾îÀÌ±¸... Áö¶öÀ»,¾îÀÌ±¸/IC+./SF+./SF+./SF Áö¶ö/NNG+À»/JKO
20666,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,°¬´Ù¿À²²,°¡__01/VV+¾Ò/EP+´Ù/EC+¿À/VV+²²/EF
20667,ÀÀ´äÇÏ¶ó1994,±è¼º±Õ,17,³²,°æ³² »çÃµ,10´ë,´ëÇÐ»ý,ÀÀ ÀßÇÏ°í¿Í,ÀÀ__01/IC ÀßÇÏ/VV+°í/EC+¿À__01/VV+¾Æ/EC
20668,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,Àß ÀÖ¾û~,Àß__02/MAG ÀÖ__01/VA+¾û__02/IC+~/SO
20669,ÀÀ´äÇÏ¶ó1994,±è¼º±Õ,17,³²,°æ³² »çÃµ,10´ë,´ëÇÐ»ý,È­ÀÌÆÃ!,È­ÀÌÆÃ/IC+!/SF
20670,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,¾ó¸¥ µé¾î¿Í »õ³¢¾ß,¾ó¸¥__02/MAG µé¾î¿À/VV+¾Æ/EC »õ³¢__02/NNG+¾ß/JKV
20671,ÀÀ´äÇÏ¶ó1994,±è¼º±Õ,17,³²,°æ³² »çÃµ,10´ë,´ëÇÐ»ý,È­ÀÌÆÃ~~!!,È­ÀÌÆÃ/IC+~/SO+~/SO+!/SF+!/SF
20672,ÀÀ´äÇÏ¶ó1994,ÀÌÀÏÈ­,47,¿©,°æ³² ¸¶»ê,40´ë,ÁÖºÎ,¾ö¸¶¾ß...,¾ö¸¶/NNG+¾ß/JKV+./SF+./SF+./SF
20673,ÀÀ´äÇÏ¶ó1994,ÀÌÀÏÈ­,47,¿©,°æ³² ¸¶»ê,40´ë,ÁÖºÎ,ÀÌ·¯´Ù ÁøÂ¥ ³ª¶ó¸ÁÇÏ´Â°Å ¾ÆÀÌ°¡,ÀÌ·¯/VV+´Ù/EC ÁøÂ¥/NNG ³ª¶ó__01/NNG+¸Á__05/NNG+ÇÏ__01/VV+´Â/ETM+°Í__01/NNB+ÀÌ/VCP ¾ÆÀÌ/VV+°¡/EF
20674,ÀÀ´äÇÏ¶ó1994,ÀÌÀÏÈ­,47,¿©,°æ³² ¸¶»ê,40´ë,ÁÖºÎ,¾îÁ¦ ±â¸§³ÖÀ» ¶§µµ º¸ÀÌ±î ,¾îÁ¦__01/MAG ±â¸§__01/NNG+³Ö/VV+À»/ETM ¶§__01/NNG+µµ/JX º¸/VV+´Ï±î/ECD
20675,ÀÀ´äÇÏ¶ó1994,ÀÌÀÏÈ­,47,¿©,°æ³² ¸¶»ê,40´ë,ÁÖºÎ,±â¸§°ª¾î ¾öÃ»½Ã¸® ¿Ã¶úµçµ¥,±â¸§__01/NNG+°ª/NNG+¾î/EC ¾öÃ»½Ã¸®/MAG ¿À¸£/VV+¾Ò/EP+µçµ¥/EC
20676,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,¾Æ ÀÌ»ç¶÷¾Æ ¸ÁÇÏ±ä ¹½ÀÌ ¸ÁÇØ,¾Æ__02/IC ÀÌ__05/MM+»ç¶÷/NNG+¾Æ/JKV ¸ÁÇÏ/VV+±â/ETN+¤¤/JX ¹½/NP+ÀÌ/JKS ¸ÁÇÏ/VV+¾î/EC
20677,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,¾µµ¥¾ø´Â ¼Ò¸®¸¶,¾µµ¥¾ø/VA+´Â/ETM ¼Ò¸®__01/NNG+¸¶/JX
20678,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,¿À´ÃÀÚ ½Å¹®¿¡ ÀÌ·¸°Ô ´ë¹®Â¦¸¸ÇÏ°Ô ³ª¿ÔÀÝ¾Æ,¿À´Ã/NNG+ÀÚ__14/NNG ½Å¹®__10/NNG+¿¡/JKB ÀÌ·¸/VA+°Ô/EC ´ë¹®Â¦/NNG+¸¸/JX+ÇÏ/XSA+°Ô/EC ³ª¿À/VV+¾Ò/EP+Áö/EC+¾Ê/VX+¾Æ/EF
20679,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,ÇÑ±¹°æÁ¦ À§±â ¾Æ´Ï´Ù.,ÇÑ±¹__05/NNP+°æÁ¦__04/NNG À§±â__01/NNG ¾Æ´Ï/VCN+´Ù/EF+./SF
20680,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,Àú°ÍÀÌ ´Ùµé ±¹¹Îµé¿¡°Ô Á¶±î ´õ ¾Æ²¸¾²¶ó°í °ÌÁÖ´Â °ÍÀÌ¿©,Àú°Í/NP+ÀÌ/JKS ´Ù__03/NNG+µé/JX ±¹¹Î/NNG+µé__09/XSN+¿¡°Ô/JKB Á¶/XPN+¤©±î/EC ´õ__01/MAG ¾Æ³¢/VV+¾î/EC+¾²__03/VV+¶ó°í/EC °ÌÁÖ/VV+´Â/ETM °Í__01/NNB+ÀÌ/VCP+¿©/EF
20681,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,³ª »ì¾Æ»ýÀü¿¡ ´ëÇÑ¹Î±¹ ´º½º¿¡¼­ ½Å¹®ÀÌ³ª,³ª__03/NP »ì¾Æ»ýÀü/NNG+¿¡/JKB ´ëÇÑ¹Î±¹/NNP ´º½º/NNG+¿¡¼­/JKB ½Å¹®__10/NNG+ÀÌ³ª/JC
20682,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,¾ÆÀÌ°í~ ´ëÇÑ¹Î±¹ »ì¸¸ÇÑ ³ª¶ó¿©~¶ó°í ´º½º³­°Å ÇÑ¹øµµ ¸øºÃ³×,¾ÆÀÌ°í/IC+~/SO ´ëÇÑ¹Î±¹/NNP »ì__01/VV+¤©/ETM+¸¸ÇÏ/VX+¤¤/ETM ³ª¶ó__01/NNG+¿©__21/NNG+~/SO+¶ó°í/JKQ ´º½º/NNG+³­°Å/NNG ÇÑ__01/MM+¹ø__04/NNB+µµ/JX ¸ø__04/MAG+º¸__01/VV+¾Ò/EP+³×/EC
20683,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,¾È ¸ÁÇØ,¾È__02/MAG ¸ÁÇÏ/VV+¾î/EC
20684,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,¾ÆÂü ³ªÁ¤¾Æ ³Ê ¿À´Ã Áß¿äÇÑ °á°ú ±â´Ù¸°´Ù°í ¾ÈÇß³Ä,¾ÆÂü/IC ³ªÁ¤¾Æ/NNP ³Ê__01/NP ¿À´Ã/NNG Áß¿äÇÏ__02/VA+¤¤/ETM °á°ú__02/NNG ±â´Ù¸®/VV+¤¤´Ù°í/EC ¾È__02/MAG+ÇÏ__01/VV+¾ú/EP+³Ä/EC
20685,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,ÀÀ.. °í·ÁÁõ±Ç,ÀÀ__01/IC+./SF+./SF °í·ÁÁõ±Ç/NNP
20686,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,¿À´Ã ¹ßÇ¥³­´Ù Äº´Âµ¥..,¿À´Ã/NNG ¹ßÇ¥__01/NNG+³ª__01/VV+¤¤´Ù/EC Ä«__88/VV+¾Ò/EP+´Âµ¥/EF+./SF+./SF
20687,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,¿Ø¸¸ÇÑ È¸»ç´Â ´Ù ¿ÀÀü¿¡ ¹ßÇ¥³ª´Âµ¥..,À¢¸¸ÇÏ/VA+¤¤/ETM È¸»ç__04/NNG+´Â/JX ´Ù__03/MAG ¿ÀÀü__02/NNG+¿¡/JKB ¹ßÇ¥__01/NNG+³ª__01/VV+´Âµ¥/EF+./SF+./SF
20688,ÀÀ´äÇÏ¶ó1994,ÀÌÀÏÈ­,47,¿©,°æ³² ¸¶»ê,40´ë,ÁÖºÎ,¾ÆÁ÷ ½Ã°£ ÀÌ¸£´Ù ±â´Ù·ÁºÁ¶ó,¾ÆÁ÷__01/MAG ½Ã°£__04/NNG ÀÌ¸£__03/VA+´Ù/EC ±â´Ù¸®/VV+¾î/EC+º¸__01/VX+¾Æ/EC+¶ó/EF
20689,ÀÀ´äÇÏ¶ó1994,ÀÌÀÏÈ­,47,¿©,°æ³² ¸¶»ê,40´ë,ÁÖºÎ,ÀÌ¹ø¿¡´Â ²À ºÙÀ»°Å °°´Ù,ÀÌ¹ø__01/NNG+¿¡/JKB+´Â/JX ²À__03/MAG ºÙ/VV+À»/ETM+°Å__01/NNB °°/VA+´Ù/EF
20690,ÀÀ´äÇÏ¶ó1994,ÀÌÀÏÈ­,47,¿©,°æ³² ¸¶»ê,40´ë,ÁÖºÎ,´Ï ¸éÁ¢µµ Àß ºÃ´Ù¸Å,´Ï__05/NP ¸éÁ¢/NNG+µµ/JX Àß__02/MAG º¸__01/VV+¾Ò/EP+´Ù/EC+¸Å__01/NNG
20691,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,¾Æ ¿ì¸® µþ³âÀÌ ±×·¡ ÀÌ ´ëÇÑ¹Î±¹ ÃµÁö ³ÐÀº ¶¥¿¡ ³Ê µé¾î°¥ ÀÏÀÚ¸® ÇÏ³ª ¾ø°Î³Ä,¾Æ__02/IC ¿ì¸®__03/NP µþ³â/NNG+ÀÌ/JKS ±×·¡__01/IC ÀÌ__05/MM ´ëÇÑ¹Î±¹/NNP ÃµÁö__01/NNG ³Ð/VA+Àº/ETM ¶¥__01/NNG+¿¡/JKB ³Ê__01/NP µé¾î°¡__01/VV+¤©/ETM ÀÏÀÚ¸®/NNG ÇÏ³ª/NR ¾ø__01/VA+°Î/EP+³Ä/EC
20692,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,³Ê´Â ±×³É ¾Æ¹« °ÆÁ¤ÇÏÁö¸»°í ´Ï °áÈ¥ÁØºñ³ª ºý~¼¼°Ô ÇØ¶ó,³Ê__01/NP+´Â/JX ±×³É/MAG ¾Æ¹«__01/MM °ÆÁ¤ÇÏ/VV+Áö/EC+¸»__03/VX+°í/EC ´Ï__05/NP °áÈ¥/NNG+ÁØºñ/NNG+³ª/JX ºý/MAG+~/SO+¼¼__03/VA+°Ô/EC ÇÏ__01/VV+¾î¶ó/EF
20693,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,-ÈåÀÍ!,-/SO+Èå/IC+ÀÍ__88/NNG+!/SF
20694,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,¿©º¸¼¼¿ä,¿©º¸¼¼¿ä/IC
20695,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,¿¹,¿¹__06/IC
20696,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,Á¦°¡ ¼º³ªÁ¤ÀÎµ¥¿ä,Á¦__01/NP+°¡/JKS ¼º³ªÁ¤/NNP+ÀÌ/VCP+¤¤µ¥¿ä/EC
20697,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,°¨»çÇÕ´Ï´Ù..,°¨»çÇÏ__05/VV+¤²´Ï´Ù/EF+./SF+./SF
20698,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,ÁøÂ¥Áö¿ä,ÁøÂ¥/NNG+ÀÌ/VCP+Áö¿ä/EF
20699,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,¾îÈÞ °¨»çÇÕ´Ï´Ù,¾îÈÞ/IC °¨»çÇÏ__05/VV+¤²´Ï´Ù/EF
20700,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,¿¹. ¿¹..,¿¹__06/IC+./SF ¿¹__06/IC+./SF+./SF
20701,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,¾Ë°Ú½À´Ï´Ù,¾Ë/VV+°Ú/EP+½À´Ï´Ù/EF
20702,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,°¨»çÇÕ´Ï´Ù °¨»çÇÕ´Ï´Ù!,°¨»çÇÏ__05/VV+¤²´Ï´Ù/EC °¨»çÇÏ__05/VV+¤²´Ï´Ù/EF+!/SF
20703,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,ÃÖÁ¾ÇÕ°Ý Çß´Ü´Ù,ÃÖÁ¾/NNG+ÇÕ°Ý/NNG ÇÏ__01/VV+¾ú/EP+´Ü´Ù/EF
20704,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,²¥¾Ç~~,²¥¾Ç/NA+~/SO+~/SO
20705,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,¿ö¹Ì~~ ÇÏÇÏÇÏ!!,¾î/EC+¹Ì__14/NNP+~/SO+~/SO ÇÏÇÏÇÏ/IC+!/SF+!/SF
20706,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,¾Æµû ¿ì¸® µþ Àß³µ´Ù Àß³µ¾î,¾Æµû__01/IC ¿ì¸®__03/NP µþ__01/NNG Àß³ª/VA+¾Ò/EP+´Ù/EC Àß³ª/VA+¾Ò/EP+¾î/EC
20707,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,¾Æºü! ³» ÃÖÁ¾ÇÕ°Ý Çß´Ù°í ´ÙÀ½´ÞºÎÅÍ ½ÅÀÔ»ç¿ø ¿¬¼ö ÀÖ´Ù°í ÁØºñÇÏ¶ó³×,¾Æºü/NNG+!/SF ³ª__03/NP+ÀÇ/JKG ÃÖÁ¾/NNG+ÇÕ°Ý/NNG ÇÏ__01/VV+¾ú/EP+´Ù°í/EC ´ÙÀ½__01/NNG+´Þ__05/NNG+ºÎÅÍ/JX ½ÅÀÔ__03/NNG+»ç¿ø__04/NNG ¿¬¼ö__08/NNG ÀÖ__01/VA+´Ù°í/EC ÁØºñÇÏ/VV+¶ó³×/EC
20708,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,³» ÀÌÁ¦ºÎÅÍ Ãâ±ÙÇÒ¶§ Á¤ÀåÀÔ°í ±¸µÎ½Å°í ÁöÇÏÃ¶Åº´Ù~,³ª__03/NP+ÀÇ/JKG ÀÌÁ¦__01/NNG+ºÎÅÍ/JX Ãâ±ÙÇÏ/VV+¤©/ETM+¶§__01/NNG Á¤Àå__04/NNG+ÀÔ__01/VV+°í/EC ±¸µÎ__01/NNG+½Å°í__01/NNG ÁöÇÏÃ¶/NNG+Å¸__02/VV+¤¤´Ù/EC+~/SO
20709,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,¾Æµû ¿ì¸® µþ³»¹Ì ±×³É Àß³ªºÎ·¶´Ù °Ì³ª°Ô Àß³ªºÎ·¶¾î,¾Æµû__01/IC ¿ì¸®__03/NP µþ³»¹Ì/NNG ±×³É/MAG Àß³ª/VA+¾Æ/EC+ºÎ¸£__01/VV+¾ú/EP+´Ù/EC °Ì³ª__02/VV+°Ô/EC Àß³ª/VA+¾Æ/EC+¹ö¸®__01/VX+¾ú/EP+¾î/EF
20710,ÀÀ´äÇÏ¶ó1994,ÀÌÀÏÈ­,47,¿©,°æ³² ¸¶»ê,40´ë,ÁÖºÎ,¾Æ ¿À´Ã¹ã¿¡ ÁøÂ¥·Î Å«ÆÄÆ¼ ÇÔ ÇØ¾ßµÇ°Ú´Ù,¾Æ__02/IC ¿À´Ã/NNG+¹ã__01/NNG+¿¡/JKB ÁøÂ¥/NNG+·Î/JKB Å©__01/VA+¤¤/ETM+ÆÄÆ¼/NNG ÇÏ__01/VV+¤±/ETN ÇÏ__01/VV+¾î¾ß/EC+µÇ__01/VV+°Ú/EP+´Ù/EF
